"","Date","Species","site","transect","average_value","Week","month","year","YearMonth","YearMonthSite","WeekYearSite","cape"
"398",2023-11-27,"Hedophyllum sessile","YB",3,0.4,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"399",2023-11-27,"Hedophyllum sessile","YB",4,1.33333333333333,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"400",2023-11-27,"Hedophyllum sessile","YB",5,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"401",2023-11-27,"Postelsia palmaeformis","YB",1,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"402",2023-11-27,"Postelsia palmaeformis","YB",2,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"403",2023-11-27,"Postelsia palmaeformis","YB",3,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"404",2023-11-27,"Postelsia palmaeformis","YB",4,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"405",2023-11-27,"Postelsia palmaeformis","YB",5,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"406",2023-11-28,"Hedophyllum sessile","BB",1,1,"48","11","23",Nov 2023,"Nov 2023_BB","48_23_BB","Foulweather"
"407",2023-11-28,"Hedophyllum sessile","BB",2,1.4,"48","11","23",Nov 2023,"Nov 2023_BB","48_23_BB","Foulweather"
"408",2023-11-28,"Hedophyllum sessile","BB",3,6.2,"48","11","23",Nov 2023,"Nov 2023_BB","48_23_BB","Foulweather"
"409",2023-11-28,"Hedophyllum sessile","BB",4,1.16666666666667,"48","11","23",Nov 2023,"Nov 2023_BB","48_23_BB","Foulweather"
"410",2023-11-28,"Hedophyllum sessile","BB",5,1.85714285714286,"48","11","23",Nov 2023,"Nov 2023_BB","48_23_BB","Foulweather"
"411",2023-11-29,"Hedophyllum sessile","FC",1,1.8,"48","11","23",Nov 2023,"Nov 2023_FC","48_23_FC","Foulweather"
"412",2023-11-29,"Hedophyllum sessile","FC",2,0.8,"48","11","23",Nov 2023,"Nov 2023_FC","48_23_FC","Foulweather"
"413",2023-11-29,"Hedophyllum sessile","FC",4,2.375,"48","11","23",Nov 2023,"Nov 2023_FC","48_23_FC","Foulweather"
"414",2023-11-29,"Hedophyllum sessile","FC",5,1.5,"48","11","23",Nov 2023,"Nov 2023_FC","48_23_FC","Foulweather"
"415",2023-12-12,"Hedophyllum sessile","BB",1,2.54545454545455,"50","12","23",Dec 2023,"Dec 2023_BB","50_23_BB","Foulweather"
"416",2023-12-12,"Hedophyllum sessile","BB",2,2.14285714285714,"50","12","23",Dec 2023,"Dec 2023_BB","50_23_BB","Foulweather"
"417",2023-12-12,"Hedophyllum sessile","BB",3,5.18181818181818,"50","12","23",Dec 2023,"Dec 2023_BB","50_23_BB","Foulweather"
"418",2023-12-12,"Hedophyllum sessile","BB",4,0.666666666666667,"50","12","23",Dec 2023,"Dec 2023_BB","50_23_BB","Foulweather"
"419",2023-12-12,"Hedophyllum sessile","BB",5,1.77777777777778,"50","12","23",Dec 2023,"Dec 2023_BB","50_23_BB","Foulweather"
"420",2023-12-12,"Hedophyllum sessile","FC",1,2.14285714285714,"50","12","23",Dec 2023,"Dec 2023_FC","50_23_FC","Foulweather"
"421",2023-12-12,"Hedophyllum sessile","FC",2,3,"50","12","23",Dec 2023,"Dec 2023_FC","50_23_FC","Foulweather"
"422",2023-12-12,"Hedophyllum sessile","FC",4,2.85714285714286,"50","12","23",Dec 2023,"Dec 2023_FC","50_23_FC","Foulweather"
"423",2023-12-12,"Hedophyllum sessile","FC",5,1.25,"50","12","23",Dec 2023,"Dec 2023_FC","50_23_FC","Foulweather"
"424",2023-12-13,"Hedophyllum sessile","SH",1,2.5,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"425",2023-12-13,"Hedophyllum sessile","SH",2,3.1,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"426",2023-12-13,"Hedophyllum sessile","SH",3,2.75,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"427",2023-12-13,"Hedophyllum sessile","SH",4,4,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"428",2023-12-13,"Hedophyllum sessile","SH",5,2.625,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"429",2023-12-13,"Laminaria sinclairii","SH",1,35,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"430",2023-12-13,"Laminaria sinclairii","SH",2,16,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"431",2023-12-13,"Laminaria sinclairii","SH",3,24,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"432",2023-12-13,"Laminaria sinclairii","SH",4,66,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"433",2023-12-13,"Laminaria sinclairii","SH",5,28,"50","12","23",Dec 2023,"Dec 2023_SH","50_23_SH","Perpetua"
"434",2024-02-09,"Hedophyllum sessile","BB",1,1.08333333333333,"06","02","24",Feb 2024,"Feb 2024_BB","06_24_BB","Foulweather"
"435",2024-02-09,"Hedophyllum sessile","BB",2,0.363636363636364,"06","02","24",Feb 2024,"Feb 2024_BB","06_24_BB","Foulweather"
"436",2024-02-09,"Hedophyllum sessile","BB",3,1.16666666666667,"06","02","24",Feb 2024,"Feb 2024_BB","06_24_BB","Foulweather"
"437",2024-02-09,"Hedophyllum sessile","BB",4,0.181818181818182,"06","02","24",Feb 2024,"Feb 2024_BB","06_24_BB","Foulweather"
"438",2024-02-09,"Hedophyllum sessile","BB",5,0.583333333333333,"06","02","24",Feb 2024,"Feb 2024_BB","06_24_BB","Foulweather"
"439",2024-03-08,"Hedophyllum sessile","YB",1,1.14285714285714,"10","03","24",Mar 2024,"Mar 2024_YB","10_24_YB","Perpetua"
"440",2024-03-08,"Hedophyllum sessile","YB",3,0,"10","03","24",Mar 2024,"Mar 2024_YB","10_24_YB","Perpetua"
"441",2024-03-08,"Hedophyllum sessile","YB",4,1.57142857142857,"10","03","24",Mar 2024,"Mar 2024_YB","10_24_YB","Perpetua"
"442",2024-03-08,"Hedophyllum sessile","YB",5,0,"10","03","24",Mar 2024,"Mar 2024_YB","10_24_YB","Perpetua"
"443",2024-03-08,"Postelsia palmaeformis","YB",1,10,"10","03","24",Mar 2024,"Mar 2024_YB","10_24_YB","Perpetua"
"444",2024-03-08,"Postelsia palmaeformis","YB",2,16,"10","03","24",Mar 2024,"Mar 2024_YB","10_24_YB","Perpetua"
"445",2024-03-08,"Postelsia palmaeformis","YB",3,1,"10","03","24",Mar 2024,"Mar 2024_YB","10_24_YB","Perpetua"
"446",2024-04-09,"Alaria marginata","BB",5,1.1,"15","04","24",Apr 2024,"Apr 2024_BB","15_24_BB","Foulweather"
"447",2024-04-09,"Hedophyllum sessile","BB",1,1.16666666666667,"15","04","24",Apr 2024,"Apr 2024_BB","15_24_BB","Foulweather"
"448",2024-04-09,"Hedophyllum sessile","BB",3,3.3,"15","04","24",Apr 2024,"Apr 2024_BB","15_24_BB","Foulweather"
"449",2024-04-09,"Hedophyllum sessile","BB",4,NA,"15","04","24",Apr 2024,"Apr 2024_BB","15_24_BB","Foulweather"
"450",2024-04-09,"Hedophyllum sessile","BB",5,1.22222222222222,"15","04","24",Apr 2024,"Apr 2024_BB","15_24_BB","Foulweather"
"451",2024-04-11,"Hedophyllum sessile","YB",2,1.71428571428571,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"452",2024-04-11,"Hedophyllum sessile","YB",3,1,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"453",2024-04-11,"Hedophyllum sessile","YB",4,2.8,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"454",2024-04-11,"Hedophyllum sessile","YB",5,0,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"455",2024-04-11,"Postelsia palmaeformis","YB",1,6.5,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"456",2024-04-11,"Postelsia palmaeformis","YB",2,15,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"457",2024-04-11,"Postelsia palmaeformis","YB",3,0,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"458",2024-04-11,"Postelsia palmaeformis","YB",4,2.66666666666667,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"459",2024-04-11,"Postelsia palmaeformis","YB",5,6,"15","04","24",Apr 2024,"Apr 2024_YB","15_24_YB","Perpetua"
"460",2024-04-12,"Alaria marginata","TK",2,0.2,"15","04","24",Apr 2024,"Apr 2024_TK","15_24_TK","Perpetua"
"461",2024-04-12,"Alaria marginata","TK",3,0.5,"15","04","24",Apr 2024,"Apr 2024_TK","15_24_TK","Perpetua"
"462",2024-04-12,"Alaria marginata","TK",4,0,"15","04","24",Apr 2024,"Apr 2024_TK","15_24_TK","Perpetua"
"463",2024-04-12,"Alaria marginata","TK",5,0,"15","04","24",Apr 2024,"Apr 2024_TK","15_24_TK","Perpetua"
"464",2024-04-25,"Hedophyllum sessile","BB",1,0.857142857142857,"17","04","24",Apr 2024,"Apr 2024_BB","17_24_BB","Foulweather"
"465",2024-04-25,"Hedophyllum sessile","BB",2,1,"17","04","24",Apr 2024,"Apr 2024_BB","17_24_BB","Foulweather"
"466",2024-04-25,"Hedophyllum sessile","BB",3,0.5,"17","04","24",Apr 2024,"Apr 2024_BB","17_24_BB","Foulweather"
"467",2024-04-25,"Hedophyllum sessile","BB",4,0.2,"17","04","24",Apr 2024,"Apr 2024_BB","17_24_BB","Foulweather"
"468",2024-04-25,"Hedophyllum sessile","BB",5,1.33333333333333,"17","04","24",Apr 2024,"Apr 2024_BB","17_24_BB","Foulweather"
"469",2024-05-22,"Alaria marginata","TK",1,6.15,"21","05","24",May 2024,"May 2024_TK","21_24_TK","Perpetua"
"470",2024-05-22,"Alaria marginata","TK",2,16.7727272727273,"21","05","24",May 2024,"May 2024_TK","21_24_TK","Perpetua"
"471",2024-05-22,"Alaria marginata","TK",3,15.5,"21","05","24",May 2024,"May 2024_TK","21_24_TK","Perpetua"
"472",2024-05-22,"Alaria marginata","TK",4,17.5625,"21","05","24",May 2024,"May 2024_TK","21_24_TK","Perpetua"
"473",2024-05-22,"Alaria marginata","TK",5,9.88888888888889,"21","05","24",May 2024,"May 2024_TK","21_24_TK","Perpetua"
"474",2024-05-23,"Egregia menziesii","FC",1,0,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"475",2024-05-23,"Egregia menziesii","FC",2,0.2,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"476",2024-05-23,"Egregia menziesii","FC",3,0,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"477",2024-05-23,"Egregia menziesii","FC",4,0,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"478",2024-05-23,"Postelsia palmaeformis","FC",1,12.25,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"479",2024-05-23,"Postelsia palmaeformis","FC",2,15,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"480",2024-05-23,"Postelsia palmaeformis","FC",3,12.6666666666667,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"481",2024-05-23,"Postelsia palmaeformis","FC",4,4.75,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"482",2024-05-23,"Postelsia palmaeformis","FC",5,13,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"483",2024-05-24,"Alaria marginata","BB",2,1.85714285714286,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"484",2024-05-24,"Alaria marginata","BB",3,8.66666666666667,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"485",2024-05-24,"Alaria marginata","BB",4,12.1,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"486",2024-05-24,"Alaria marginata","BB",5,6.85714285714286,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"487",2024-05-24,"Egregia menziesii","BB",1,0.2,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"488",2024-05-24,"Egregia menziesii","BB",2,0.333333333333333,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"489",2024-05-24,"Egregia menziesii","BB",3,0,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"490",2024-05-24,"Egregia menziesii","BB",4,0,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"491",2024-05-24,"Egregia menziesii","BB",5,0,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"492",2024-05-24,"Hedophyllum sessile","BB",1,2.36363636363636,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"493",2024-05-24,"Hedophyllum sessile","BB",2,2.33333333333333,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"494",2024-05-24,"Hedophyllum sessile","BB",3,2.69230769230769,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"495",2024-05-24,"Hedophyllum sessile","BB",4,5.25,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"496",2024-05-24,"Hedophyllum sessile","BB",5,4.42857142857143,"21","05","24",May 2024,"May 2024_BB","21_24_BB","Foulweather"
"497",2024-05-24,"Hedophyllum sessile","FC",1,3,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"498",2024-05-24,"Hedophyllum sessile","FC",2,2.75,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"499",2024-05-24,"Hedophyllum sessile","FC",3,0.166666666666667,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"500",2024-05-24,"Hedophyllum sessile","FC",4,5.18181818181818,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"501",2024-05-24,"Hedophyllum sessile","FC",5,1.33333333333333,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"502",2024-05-24,"Lessoniopsis littoralis","FC",1,0.125,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"503",2024-05-24,"Lessoniopsis littoralis","FC",2,0.166666666666667,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"504",2024-05-24,"Lessoniopsis littoralis","FC",3,1.125,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"505",2024-05-24,"Lessoniopsis littoralis","FC",4,1.21428571428571,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"506",2024-05-24,"Lessoniopsis littoralis","FC",5,1.2,"21","05","24",May 2024,"May 2024_FC","21_24_FC","Foulweather"
"507",2024-05-25,"Egregia menziesii","YB",1,2,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"508",2024-05-25,"Egregia menziesii","YB",2,2.14285714285714,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"509",2024-05-25,"Egregia menziesii","YB",3,1.42857142857143,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"510",2024-05-25,"Hedophyllum sessile","YB",1,7.23076923076923,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"511",2024-05-25,"Hedophyllum sessile","YB",2,7.84615384615385,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"512",2024-05-25,"Hedophyllum sessile","YB",3,0.875,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"513",2024-05-25,"Hedophyllum sessile","YB",4,5.66666666666667,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"514",2024-05-25,"Hedophyllum sessile","YB",5,12.375,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"515",2024-05-25,"Laminaria sinclairii","YB",1,31.6666666666667,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"516",2024-05-25,"Laminaria sinclairii","YB",2,20.3333333333333,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"517",2024-05-25,"Laminaria sinclairii","YB",3,40.5,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"518",2024-05-25,"Laminaria sinclairii","YB",4,30.5,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"519",2024-05-25,"Laminaria sinclairii","YB",5,27,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"520",2024-05-25,"Postelsia palmaeformis","YB",1,11.6666666666667,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"521",2024-05-25,"Postelsia palmaeformis","YB",2,17.5,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"522",2024-05-25,"Postelsia palmaeformis","YB",3,18,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"523",2024-05-25,"Postelsia palmaeformis","YB",4,16,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"524",2024-05-25,"Postelsia palmaeformis","YB",5,13.6666666666667,"21","05","24",May 2024,"May 2024_YB","21_24_YB","Perpetua"
"525",2024-05-26,"Egregia menziesii","SH",1,0,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"526",2024-05-26,"Egregia menziesii","SH",2,1.125,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"527",2024-05-26,"Egregia menziesii","SH",3,1.25,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"528",2024-05-26,"Egregia menziesii","SH",4,0.166666666666667,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"529",2024-05-26,"Egregia menziesii","SH",5,2,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"530",2024-05-26,"Hedophyllum sessile","SH",1,5.25,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"531",2024-05-26,"Hedophyllum sessile","SH",2,3.57142857142857,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"532",2024-05-26,"Hedophyllum sessile","SH",3,9.53846153846154,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"533",2024-05-26,"Hedophyllum sessile","SH",4,20.3636363636364,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"534",2024-05-26,"Hedophyllum sessile","SH",5,1,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"535",2024-05-26,"Laminaria sinclairii","SH",1,52,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"536",2024-05-26,"Laminaria sinclairii","SH",2,58.5,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"537",2024-05-26,"Laminaria sinclairii","SH",3,64,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"538",2024-05-26,"Laminaria sinclairii","SH",4,75.5,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"539",2024-05-26,"Laminaria sinclairii","SH",5,55,"21","05","24",May 2024,"May 2024_SH","21_24_SH","Perpetua"
"540",2024-05-27,"Alaria marginata","CB",1,3.5,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"541",2024-05-27,"Alaria marginata","CB",2,1.83333333333333,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"542",2024-05-27,"Alaria marginata","CB",3,2.28571428571429,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"543",2024-05-27,"Alaria marginata","CB",4,11.8571428571429,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"544",2024-05-27,"Alaria marginata","CB",5,3.16666666666667,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"545",2024-05-27,"Hedophyllum sessile","CB",1,0.428571428571429,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"546",2024-05-27,"Hedophyllum sessile","CB",2,0.571428571428571,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"547",2024-05-27,"Hedophyllum sessile","CB",3,4.22222222222222,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"548",2024-05-27,"Hedophyllum sessile","CB",4,1.11111111111111,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"549",2024-05-27,"Hedophyllum sessile","CB",5,3.33333333333333,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"550",2024-05-27,"Lessoniopsis littoralis","CB",1,0.857142857142857,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"551",2024-05-27,"Lessoniopsis littoralis","CB",2,0.428571428571429,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"552",2024-05-27,"Lessoniopsis littoralis","CB",3,0.666666666666667,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"553",2024-05-27,"Lessoniopsis littoralis","CB",4,0,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"554",2024-05-27,"Lessoniopsis littoralis","CB",5,1.77777777777778,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"555",2024-05-27,"Postelsia palmaeformis","CB",1,3.5,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"556",2024-05-27,"Postelsia palmaeformis","CB",2,9.33333333333333,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"557",2024-05-27,"Postelsia palmaeformis","CB",4,5.8,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"558",2024-05-27,"Postelsia palmaeformis","CB",5,5.66666666666667,"21","05","24",May 2024,"May 2024_CB","21_24_CB","Blanco"
"559",2024-05-28,"Alaria marginata","RP",1,4,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"560",2024-05-28,"Alaria marginata","RP",2,15.3846153846154,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"561",2024-05-28,"Alaria marginata","RP",3,0.6,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"562",2024-05-28,"Alaria marginata","RP",4,10,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"563",2024-05-28,"Egregia menziesii","RP",2,0.166666666666667,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"564",2024-05-28,"Egregia menziesii","RP",3,0,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"565",2024-05-28,"Egregia menziesii","RP",4,0,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"566",2024-05-28,"Egregia menziesii","RP",5,0,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"567",2024-05-28,"Hedophyllum sessile","RP",2,14.7692307692308,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"568",2024-05-28,"Hedophyllum sessile","RP",3,18.5454545454545,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"569",2024-05-28,"Hedophyllum sessile","RP",4,10,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"570",2024-05-28,"Hedophyllum sessile","RP",5,6.8,"22","05","24",May 2024,"May 2024_RP","22_24_RP","Blanco"
"571",2024-06-21,"Egregia menziesii","FC",2,0.833333333333333,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"572",2024-06-21,"Egregia menziesii","FC",3,4.44444444444444,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"573",2024-06-21,"Egregia menziesii","FC",4,0,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"574",2024-06-21,"Hedophyllum sessile","FC",1,8.57894736842105,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"575",2024-06-21,"Hedophyllum sessile","FC",2,7.46666666666667,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"576",2024-06-21,"Hedophyllum sessile","FC",4,8.05882352941176,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"577",2024-06-21,"Hedophyllum sessile","FC",5,6.27272727272727,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"578",2024-06-21,"Lessoniopsis littoralis","FC",1,7.57142857142857,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"579",2024-06-21,"Lessoniopsis littoralis","FC",2,0.888888888888889,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"580",2024-06-21,"Lessoniopsis littoralis","FC",3,1.63636363636364,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"581",2024-06-21,"Lessoniopsis littoralis","FC",5,2.75,"25","06","24",Jun 2024,"Jun 2024_FC","25_24_FC","Foulweather"
"582",2024-06-22,"Alaria marginata","BB",2,2.16666666666667,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"583",2024-06-22,"Alaria marginata","BB",3,12.375,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"584",2024-06-22,"Alaria marginata","BB",5,8.83333333333333,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"585",2024-06-22,"Hedophyllum sessile","BB",1,4.11111111111111,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"586",2024-06-22,"Hedophyllum sessile","BB",2,3.36363636363636,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"587",2024-06-22,"Hedophyllum sessile","BB",3,4.3125,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"588",2024-06-22,"Hedophyllum sessile","BB",4,9.82352941176471,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"589",2024-06-22,"Hedophyllum sessile","BB",5,8.21428571428571,"25","06","24",Jun 2024,"Jun 2024_BB","25_24_BB","Foulweather"
"590",2024-06-23,"Egregia menziesii","YB",1,1,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"591",2024-06-23,"Egregia menziesii","YB",2,0.857142857142857,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"592",2024-06-23,"Egregia menziesii","YB",3,0.875,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"593",2024-06-23,"Hedophyllum sessile","YB",1,3.42857142857143,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"594",2024-06-23,"Hedophyllum sessile","YB",2,11,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"595",2024-06-23,"Hedophyllum sessile","YB",3,5.08333333333333,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"596",2024-06-23,"Hedophyllum sessile","YB",4,18.2857142857143,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"597",2024-06-23,"Hedophyllum sessile","YB",5,16.9285714285714,"25","06","24",Jun 2024,"Jun 2024_YB","25_24_YB","Perpetua"
"598",2024-06-24,"Alaria marginata","TK",1,3.71428571428571,"25","06","24",Jun 2024,"Jun 2024_TK","25_24_TK","Perpetua"
"599",2024-06-24,"Alaria marginata","TK",2,6,"25","06","24",Jun 2024,"Jun 2024_TK","25_24_TK","Perpetua"
"600",2024-06-24,"Alaria marginata","TK",3,8.5,"25","06","24",Jun 2024,"Jun 2024_TK","25_24_TK","Perpetua"
